#### Event Modifiers

### MAJOR Modifiers
# NOTE IMPORTANT: Replace province_cap_livestock (and _agriculture) with the dynamic one, province_cap_livestock_dynamic, which is influenced by weather etc once it is done
province_economy_major_modifier;Province Economy;;;;;;;;;;;;;x
nonesense_a;bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepad;;;;;;;;;;;;;x
province_economy_major_modifier_desc;TEST[local_test_variable.GetValue]TEST\n§FPOPULATION§!\nTotal Population: [province_population_total.GetValue]\nPeasants: [province_population_peasants.GetValue] / Artisans: [province_population_artisans.GetValue] / Merchants: [province_population_merchants.GetValue] / Elite: [province_population_elite.GetValue] / Special: [province_population_special.GetValue] / Scum: [province_population_scum.GetValue]\nTribals: [province_population_tribals.GetValue] / Nomads: [province_population_nomads.GetValue][Major_Modifier_Slavery_Pops]\n---\n§YActive Edict§!: [Active_Edict]\n---\n§FCONSUMPTION§!\n[Coloured_Food]: [province_demand_food.GetValue]/[province_supply_food.GetValue]\n[Coloured_Clothing]: [province_demand_clothing.GetValue]/[province_supply_clothing.GetValue]\n[Coloured_Materials]: [province_demand_materials.GetValue]/[province_supply_materials.GetValue]\n[Coloured_Luxuries]: [province_demand_luxuries.GetValue]/[province_supply_luxuries.GetValue]\n---\n§FSPECIAL FEATURES§!\n[Special_Economy_Features_Check]\n---\n§FTRADE§!\nImport Priority: [Province_Import_Priority_Level_Check] ([province_import_priority.GetValue])\nTradevalue from Import/Export: §Y[province_import_export_tradevalue.GetValue]§!\n---\n§FRESOURCE CAPS§!\n§CMining§!: [province_cap_mining.GetValue] / §GAgriculture§!: [province_cap_agriculture_dynamic.GetValue][Weather_Disaster_Cap_Reduction_Agriculture] / §YLivestock§!: [province_cap_livestock_dynamic.GetValue][Weather_Disaster_Cap_Reduction_Livestock] / §BRefined Goods§!: [province_cap_refined.GetValue] / §PFinalized Goods§!: [province_cap_finalized.GetValue]\n---\n§FWORKFORCE§!\n§MSimple Labour§!: [province_workforce_simple_labour.GetValue] / §MCraftsmanship§!: [province_workforce_craftsmanship.GetValue]\n---\nExplanation here.;;;;;;;;;;;;;x
thisisjustheretobeabletoeditbetterinnotepad++muhahahaprovince_economy_major_modifier_descmuhaha;POPULATION\nTotal Population: [province_population_total.GetValue]\nPeasants: [province_population_peasants.GetValue] / Artisans: [province_population_artisans.GetValue] / Merchants: [province_population_merchants.GetValue] / Elite: [province_population_elite.GetValue] / Special: [province_population_special.GetValue] / Scum: [province_population_scum.GetValue] / Slaves: [province_population_slaves.GetValue]\nCONSUMPTION\nFood: [province_supply_food.GetValue][Population_As_Numbers]/[province_demand_food.GetValue]\nClothing: [province_supply_clothing.GetValue]/[province_demand_clothing.GetValue]\nMaterials: [province_supply_materials.GetValue]/[province_demand_materials.GetValue]\nLuxuries: [province_supply_luxuries.GetValue]/[province_demand_luxuries.GetValue]\nExplanation here.asants: [province_population_peasants.GetValue] / Artisans: [province_population_artisans.GetValue] /lue / Artisans: [province_population_artisans.GetValue]lue / Artisans: [province_population_artisans.GetValue]/ Artisans: [province_population_artisans.GetValue] / Animals() [province_cap_animals.GetValue] / Animals() [province_cap_animals.GetValue] / Animals() [province_cap_animals.GetValue] / Animals() [province_cap_animals.GetValue]thisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepad;;;;;;;;;;;;;x
province_economy_major_modifier_famine;Province Economy;;;;;;;;;;;;;x
thisisjustheretobeabletoeditbetterinnotepad++muhahahaprovince_economy_major_modifier_descmuhahanonesenseV2;bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepad;;;;;;;;;;;;;x
province_economy_major_modifier_famine_desc;§YThis province is currently experiencing a famine!§!\n---\n§FPOPULATION§!\nTotal Population: [province_population_total.GetValue]\nPeasants: [province_population_peasants.GetValue] / Artisans: [province_population_artisans.GetValue] / Merchants: [province_population_merchants.GetValue] / Elite: [province_population_elite.GetValue] / Special: [province_population_special.GetValue] / Scum: [province_population_scum.GetValue]\nTribals: [province_population_tribals.GetValue] / Nomads: [province_population_nomads.GetValue][Major_Modifier_Slavery_Pops]\n---\n§YActive Edict§!: [Active_Edict]\n---\n§FCONSUMPTION§!\n[Coloured_Food]: [province_demand_food.GetValue]/[province_supply_food.GetValue]\n[Coloured_Clothing]: [province_demand_clothing.GetValue]/[province_supply_clothing.GetValue]\n[Coloured_Materials]: [province_demand_materials.GetValue]/[province_supply_materials.GetValue]\n[Coloured_Luxuries]: [province_demand_luxuries.GetValue]/[province_supply_luxuries.GetValue]\n---\n§FSPECIAL FEATURES§!\n[Special_Economy_Features_Check]\n---\n§FTRADE§!\nImport Priority: [Province_Import_Priority_Level_Check] ([province_import_priority.GetValue])\nTradevalue from Import/Export: §Y[province_import_export_tradevalue.GetValue]§!\n---\n§FRESOURCE CAPS§!\n§CMining§!: [province_cap_mining.GetValue] / §GAgriculture§!: [province_cap_agriculture_dynamic.GetValue][Weather_Disaster_Cap_Reduction_Agriculture] / §YLivestock§!: [province_cap_livestock_dynamic.GetValue][Weather_Disaster_Cap_Reduction_Livestock] / §BRefined Goods§!: [province_cap_refined.GetValue] / §PFinalized Goods§!: [province_cap_finalized.GetValue]\n---\n§FWORKFORCE§!\n§MSimple Labour§!: [province_workforce_simple_labour.GetValue] / §MCraftsmanship§!: [province_workforce_craftsmanship.GetValue]\n---\nExplanation here.;;;;;;;;;;;;;x
thisisjustheretobeabletoeditbetterinnotepad++muhahahaprovince_economy_major_modifier_descmuhaha;POPULATION\nTotal Population: [province_population_total.GetValue]\nPeasants: [province_population_peasants.GetValue] / Artisans: [province_population_artisans.GetValue] / Merchants: [province_population_merchants.GetValue] / Elite: [province_population_elite.GetValue] / Special: [province_population_special.GetValue] / Scum: [province_population_scum.GetValue] / Slaves: [province_population_slaves.GetValue]\nCONSUMPTION\nFood: [province_supply_food.GetValue][Population_As_Numbers]/[province_demand_food.GetValue]\nClothing: [province_supply_clothing.GetValue]/[province_demand_clothing.GetValue]\nMaterials: [province_supply_materials.GetValue]/[province_demand_materials.GetValue]\nLuxuries: [province_supply_luxuries.GetValue]/[province_demand_luxuries.GetValue]\nExplanation here.asants: [province_population_peasants.GetValue] / Artisans: [province_population_artisans.GetValue] /asants: [province_population_peasants.GetValue] / Artisans: [province_population_artisans.GetValue] // Artisans: [province_population_artisans.GetValue]/ Artisans: [province_population_artisans.GetValue]/ Artisans: [province_population_artisans.GetValue] / Animals() [province_cap_animals.GetValue] / Animals() [province_cap_animals.GetValue] / Animals() [province_cap_animals.GetValue] / Animals() [province_cap_animals.GetValue] / Animals() [province_cap_animals.GetValue]thisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepadthisisjustheretobeabletoeditbetterinnotepad;;;;;;;;;;;;;x

### Edicts
